_meta,end,min_kWh,site,start,_items,_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,userID.1
,,,,,,5bc91c0df9af8b0dc677bc23,39.0,"Tue, 22 May 2018 14:39:26 GMT","Tue, 22 May 2018 23:11:31 GMT","Tue, 22 May 2018 23:05:32 GMT",18.135,2_39_79_376_2018-05-22 14:39:25.660796,2.0,CA-324,2-39-79-376,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc24,39.0,"Tue, 22 May 2018 14:44:30 GMT","Wed, 23 May 2018 00:46:11 GMT","Tue, 22 May 2018 17:40:14 GMT",8.183,2_39_95_27_2018-05-22 14:44:29.688251,2.0,CA-319,2-39-95-27,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc25,39.0,"Tue, 22 May 2018 14:49:17 GMT","Tue, 22 May 2018 20:14:04 GMT","Tue, 22 May 2018 15:49:14 GMT",5.843,2_39_91_441_2018-05-22 14:49:17.048589,2.0,CA-499,2-39-91-441,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc26,39.0,"Tue, 22 May 2018 14:53:49 GMT","Tue, 22 May 2018 23:27:03 GMT","Tue, 22 May 2018 22:53:37 GMT",14.381,2_39_78_365_2018-05-22 14:53:49.084538,2.0,CA-321,2-39-78-365,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc27,39.0,"Tue, 22 May 2018 14:59:50 GMT","Tue, 22 May 2018 23:21:25 GMT","Tue, 22 May 2018 16:14:50 GMT",2.926,2_39_79_378_2018-05-22 14:59:49.998461,2.0,CA-326,2-39-79-378,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc28,39.0,"Tue, 22 May 2018 15:00:37 GMT","Tue, 22 May 2018 18:04:19 GMT","Tue, 22 May 2018 16:02:41 GMT",2.891,2_39_92_442_2018-05-22 15:00:37.315408,2.0,CA-498,2-39-92-442,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc29,39.0,"Tue, 22 May 2018 15:05:14 GMT","Tue, 22 May 2018 23:33:19 GMT","Tue, 22 May 2018 18:55:25 GMT",8.199,2_39_79_383_2018-05-22 15:05:13.822275,2.0,CA-492,2-39-79-383,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc2a,39.0,"Tue, 22 May 2018 15:08:00 GMT","Tue, 22 May 2018 21:54:26 GMT","Tue, 22 May 2018 20:17:06 GMT",8.394,2_39_78_361_2018-05-22 15:07:59.617530,2.0,CA-493,2-39-78-361,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc2b,39.0,"Tue, 22 May 2018 15:16:38 GMT","Wed, 23 May 2018 19:45:58 GMT","Wed, 23 May 2018 09:55:38 GMT",17.22265382317348,2_39_78_360_2018-05-22 15:16:37.542639,2.0,CA-322,2-39-78-360,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc2c,39.0,"Tue, 22 May 2018 15:21:38 GMT","Tue, 22 May 2018 19:05:24 GMT","Tue, 22 May 2018 19:05:19 GMT",8.257,2_39_88_24_2018-05-22 15:21:38.138145,2.0,CA-314,2-39-88-24,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc2d,39.0,"Tue, 22 May 2018 15:22:23 GMT","Wed, 23 May 2018 00:30:24 GMT","Tue, 22 May 2018 17:59:28 GMT",5.956,2_39_91_437_2018-05-22 15:22:22.828584,2.0,CA-317,2-39-91-437,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc2e,39.0,"Tue, 22 May 2018 15:23:09 GMT","Wed, 23 May 2018 00:13:19 GMT","Wed, 23 May 2018 00:13:14 GMT",22.074,2_39_123_557_2018-05-22 15:23:09.274820,2.0,CA-503,2-39-123-557,America/Los_Angeles,22.0,,350.0,28.0,80.0,542.0,"Tue, 22 May 2018 15:24:04 GMT",True,"Wed, 23 May 2018 00:25:09 GMT",22.0
,,,,,,5bc91c0df9af8b0dc677bc2f,39.0,"Tue, 22 May 2018 15:31:35 GMT","Wed, 23 May 2018 01:47:31 GMT","Wed, 23 May 2018 00:24:51 GMT",15.523,2_39_78_367_2018-05-22 15:31:34.778307,2.0,CA-494,2-39-78-367,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc30,39.0,"Tue, 22 May 2018 15:36:48 GMT","Tue, 22 May 2018 19:10:31 GMT","Tue, 22 May 2018 18:22:49 GMT",6.064,2_39_90_440_2018-05-22 15:36:47.848684,2.0,CA-500,2-39-90-440,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc31,39.0,"Tue, 22 May 2018 15:45:52 GMT","Wed, 23 May 2018 01:50:32 GMT","Tue, 22 May 2018 18:46:56 GMT",5.156,2_39_78_363_2018-05-22 15:45:52.271329,2.0,CA-320,2-39-78-363,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc32,39.0,"Tue, 22 May 2018 15:53:23 GMT","Wed, 23 May 2018 01:14:49 GMT","Tue, 22 May 2018 21:32:13 GMT",10.694,2_39_129_563_2018-05-22 15:53:23.392173,2.0,CA-509,2-39-129-563,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc33,39.0,"Tue, 22 May 2018 15:59:52 GMT","Tue, 22 May 2018 19:14:32 GMT","Tue, 22 May 2018 18:25:16 GMT",5.331,2_39_129_17_2018-05-22 15:59:51.539278,2.0,CA-307,2-39-129-17,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc34,39.0,"Tue, 22 May 2018 16:00:25 GMT","Tue, 22 May 2018 22:27:16 GMT","Tue, 22 May 2018 22:27:11 GMT",11.224,2_39_124_558_2018-05-22 16:00:24.713105,2.0,CA-504,2-39-124-558,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc35,39.0,"Tue, 22 May 2018 16:03:21 GMT","Wed, 23 May 2018 01:01:51 GMT","Wed, 23 May 2018 00:49:42 GMT",17.592,2_39_89_439_2018-05-22 16:03:20.825147,2.0,CA-501,2-39-89-439,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc36,39.0,"Tue, 22 May 2018 16:04:35 GMT","Wed, 23 May 2018 01:30:48 GMT","Tue, 22 May 2018 19:22:47 GMT",6.513,2_39_95_444_2018-05-22 16:04:34.895385,2.0,CA-497,2-39-95-444,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc37,39.0,"Tue, 22 May 2018 16:05:10 GMT","Wed, 23 May 2018 00:35:06 GMT","Tue, 22 May 2018 23:19:14 GMT",13.647,2_39_92_436_2018-05-22 16:05:10.188704,2.0,CA-318,2-39-92-436,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc38,39.0,"Tue, 22 May 2018 16:09:43 GMT","Tue, 22 May 2018 23:19:31 GMT","Tue, 22 May 2018 17:15:03 GMT",2.025,2_39_89_25_2018-05-22 16:09:43.100895,2.0,CA-315,2-39-89-25,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc39,39.0,"Tue, 22 May 2018 16:10:44 GMT","Tue, 22 May 2018 23:39:15 GMT","Tue, 22 May 2018 17:34:59 GMT",2.442,2_39_88_438_2018-05-22 16:10:44.302240,2.0,CA-502,2-39-88-438,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc3a,39.0,"Tue, 22 May 2018 16:19:45 GMT","Wed, 23 May 2018 00:29:39 GMT","Wed, 23 May 2018 00:28:55 GMT",13.99,2_39_128_18_2018-05-22 16:19:44.987799,2.0,CA-308,2-39-128-18,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc3b,39.0,"Tue, 22 May 2018 16:29:50 GMT","Wed, 23 May 2018 00:35:20 GMT","Tue, 22 May 2018 18:49:35 GMT",3.843,2_39_139_567_2018-05-22 16:29:50.309541,2.0,CA-513,2-39-139-567,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc3c,39.0,"Tue, 22 May 2018 16:36:02 GMT","Wed, 23 May 2018 01:13:30 GMT","Wed, 23 May 2018 01:12:03 GMT",14.005,2_39_125_21_2018-05-22 16:36:01.532320,2.0,CA-311,2-39-125-21,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc3d,39.0,"Tue, 22 May 2018 16:40:10 GMT","Tue, 22 May 2018 20:51:09 GMT","Tue, 22 May 2018 20:51:03 GMT",7.336,2_39_90_26_2018-05-22 16:40:09.660447,2.0,CA-316,2-39-90-26,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc3e,39.0,"Tue, 22 May 2018 16:42:50 GMT","Wed, 23 May 2018 01:58:04 GMT","Tue, 22 May 2018 23:29:02 GMT",12.212,2_39_79_379_2018-05-22 16:42:49.621072,2.0,CA-327,2-39-79-379,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc3f,39.0,"Tue, 22 May 2018 16:52:44 GMT","Wed, 23 May 2018 00:29:05 GMT","Tue, 22 May 2018 20:23:57 GMT",6.471,2_39_126_20_2018-05-22 16:52:44.280886,2.0,CA-310,2-39-126-20,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc40,39.0,"Tue, 22 May 2018 16:55:40 GMT","Tue, 22 May 2018 23:25:24 GMT","Tue, 22 May 2018 23:25:19 GMT",10.119,2_39_139_28_2018-05-22 16:55:39.790963,2.0,CA-303,2-39-139-28,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc41,39.0,"Tue, 22 May 2018 16:58:53 GMT","Wed, 23 May 2018 06:41:42 GMT","Tue, 22 May 2018 18:25:50 GMT",2.368,2_39_123_23_2018-05-22 16:58:52.879408,2.0,CA-313,2-39-123-23,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc42,39.0,"Tue, 22 May 2018 17:00:47 GMT","Tue, 22 May 2018 19:11:22 GMT","Tue, 22 May 2018 19:11:13 GMT",3.422,2_39_131_565_2018-05-22 17:00:47.302396,2.0,CA-511,2-39-131-565,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc43,39.0,"Tue, 22 May 2018 17:07:12 GMT","Wed, 23 May 2018 01:02:08 GMT","Tue, 22 May 2018 22:39:16 GMT",8.731,2_39_124_22_2018-05-22 17:07:12.508912,2.0,CA-312,2-39-124-22,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc44,39.0,"Tue, 22 May 2018 17:09:43 GMT","Wed, 23 May 2018 02:11:02 GMT","Wed, 23 May 2018 00:08:48 GMT",12.668,2_39_138_566_2018-05-22 17:09:42.523168,2.0,CA-512,2-39-138-566,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc45,39.0,"Tue, 22 May 2018 17:12:17 GMT","Wed, 23 May 2018 02:08:17 GMT","Wed, 23 May 2018 00:49:04 GMT",13.302,2_39_128_562_2018-05-22 17:12:17.044017,2.0,CA-508,2-39-128-562,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc46,39.0,"Tue, 22 May 2018 17:17:45 GMT","Wed, 23 May 2018 01:15:38 GMT","Tue, 22 May 2018 20:51:51 GMT",5.913,2_39_130_564_2018-05-22 17:17:44.892895,2.0,CA-510,2-39-130-564,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc47,39.0,"Tue, 22 May 2018 18:07:21 GMT","Wed, 23 May 2018 02:55:28 GMT","Tue, 22 May 2018 20:26:19 GMT",3.675,2_39_92_442_2018-05-22 18:07:20.641899,2.0,CA-498,2-39-92-442,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc48,39.0,"Tue, 22 May 2018 18:48:16 GMT","Tue, 22 May 2018 21:27:44 GMT","Tue, 22 May 2018 19:51:30 GMT",1.562,2_39_125_559_2018-05-22 18:48:15.718966,2.0,CA-505,2-39-125-559,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc49,39.0,"Tue, 22 May 2018 19:25:50 GMT","Tue, 22 May 2018 23:11:26 GMT","Tue, 22 May 2018 23:11:22 GMT",7.112,2_39_129_17_2018-05-22 19:25:49.742591,2.0,CA-307,2-39-129-17,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc4a,39.0,"Tue, 22 May 2018 19:26:13 GMT","Wed, 23 May 2018 02:01:28 GMT","Tue, 22 May 2018 23:06:29 GMT",6.764,2_39_90_440_2018-05-22 19:26:12.926797,2.0,CA-500,2-39-90-440,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc4b,39.0,"Tue, 22 May 2018 19:28:10 GMT","Wed, 23 May 2018 02:30:33 GMT","Wed, 23 May 2018 02:26:32 GMT",13.911,2_39_131_565_2018-05-22 19:28:10.062071,2.0,CA-511,2-39-131-565,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc4c,39.0,"Tue, 22 May 2018 19:34:30 GMT","Tue, 22 May 2018 23:23:43 GMT","Tue, 22 May 2018 23:15:38 GMT",9.745,2_39_88_24_2018-05-22 19:34:29.807866,2.0,CA-314,2-39-88-24,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc4d,39.0,"Tue, 22 May 2018 20:07:49 GMT","Tue, 22 May 2018 22:22:19 GMT","Tue, 22 May 2018 22:22:15 GMT",4.001,2_39_127_19_2018-05-22 20:07:48.686677,2.0,CA-309,2-39-127-19,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc4e,39.0,"Tue, 22 May 2018 20:38:49 GMT","Tue, 22 May 2018 22:07:06 GMT","Tue, 22 May 2018 22:06:58 GMT",2.62,2_39_91_441_2018-05-22 20:38:49.493365,2.0,CA-499,2-39-91-441,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc4f,39.0,"Tue, 22 May 2018 21:17:00 GMT","Tue, 22 May 2018 22:33:39 GMT","Tue, 22 May 2018 22:33:34 GMT",3.156,2_39_90_26_2018-05-22 21:16:59.734951,2.0,CA-316,2-39-90-26,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc50,39.0,"Tue, 22 May 2018 21:47:32 GMT","Wed, 23 May 2018 02:16:50 GMT","Wed, 23 May 2018 00:19:00 GMT",10.375,2_39_78_366_2018-05-22 21:47:31.837264,2.0,CA-323,2-39-78-366,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc51,39.0,"Tue, 22 May 2018 21:54:24 GMT","Wed, 23 May 2018 00:17:31 GMT","Wed, 23 May 2018 00:17:26 GMT",6.512,2_39_125_559_2018-05-22 21:54:23.711433,2.0,CA-505,2-39-125-559,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc52,39.0,"Tue, 22 May 2018 23:00:23 GMT","Wed, 23 May 2018 01:19:21 GMT","Wed, 23 May 2018 00:34:05 GMT",10.179,2_39_90_26_2018-05-22 23:00:22.603089,2.0,CA-316,2-39-90-26,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc53,39.0,"Tue, 22 May 2018 23:12:53 GMT","Wed, 23 May 2018 03:15:42 GMT","Wed, 23 May 2018 02:27:52 GMT",11.135,2_39_129_17_2018-05-22 23:12:52.692684,2.0,CA-307,2-39-129-17,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc54,39.0,"Tue, 22 May 2018 23:37:58 GMT","Wed, 23 May 2018 02:37:24 GMT","Wed, 23 May 2018 02:37:12 GMT",6.661,2_39_88_24_2018-05-22 23:37:58.026697,2.0,CA-314,2-39-88-24,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc55,39.0,"Tue, 22 May 2018 23:59:26 GMT","Wed, 23 May 2018 13:15:38 GMT","Wed, 23 May 2018 04:28:58 GMT",14.955,2_39_79_377_2018-05-22 23:59:25.713928,2.0,CA-325,2-39-79-377,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc56,39.0,"Wed, 23 May 2018 00:21:35 GMT","Wed, 23 May 2018 02:28:37 GMT","Wed, 23 May 2018 01:25:41 GMT",1.946,2_39_79_380_2018-05-23 00:21:35.181002,2.0,CA-489,2-39-79-380,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc57,39.0,"Wed, 23 May 2018 00:43:36 GMT","Wed, 23 May 2018 04:08:11 GMT","Wed, 23 May 2018 04:06:57 GMT",13.931,2_39_127_19_2018-05-23 00:43:35.980967,2.0,CA-309,2-39-127-19,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc58,39.0,"Wed, 23 May 2018 00:45:32 GMT","Wed, 23 May 2018 03:13:10 GMT","Wed, 23 May 2018 02:25:56 GMT",4.964,2_39_139_28_2018-05-23 00:45:31.606774,2.0,CA-303,2-39-139-28,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc59,39.0,"Wed, 23 May 2018 01:13:45 GMT","Wed, 23 May 2018 02:07:29 GMT","Wed, 23 May 2018 01:39:25 GMT",2.451,2_39_124_22_2018-05-23 01:13:45.084019,2.0,CA-312,2-39-124-22,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc5a,39.0,"Wed, 23 May 2018 01:35:27 GMT","Wed, 23 May 2018 04:33:51 GMT","Wed, 23 May 2018 04:07:33 GMT",8.251,2_39_138_29_2018-05-23 01:35:27.246554,2.0,CA-304,2-39-138-29,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc5b,39.0,"Wed, 23 May 2018 01:38:57 GMT","Wed, 23 May 2018 11:21:12 GMT","Wed, 23 May 2018 02:41:05 GMT",2.011,2_39_123_557_2018-05-23 01:38:57.335611,2.0,CA-503,2-39-123-557,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc5c,39.0,"Wed, 23 May 2018 01:51:11 GMT","Wed, 23 May 2018 03:42:30 GMT","Wed, 23 May 2018 02:49:02 GMT",5.488,2_39_130_31_2018-05-23 01:51:10.754386,2.0,CA-306,2-39-130-31,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc5d,39.0,"Wed, 23 May 2018 01:54:50 GMT","Wed, 23 May 2018 05:40:54 GMT","Wed, 23 May 2018 05:40:50 GMT",12.907,2_39_79_378_2018-05-23 01:54:50.294791,2.0,CA-326,2-39-79-378,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc5e,39.0,"Wed, 23 May 2018 02:14:45 GMT","Wed, 23 May 2018 13:53:26 GMT","Wed, 23 May 2018 04:19:08 GMT",13.064,2_39_89_25_2018-05-23 02:14:44.642651,2.0,CA-315,2-39-89-25,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc5f,39.0,"Wed, 23 May 2018 02:32:07 GMT","Wed, 23 May 2018 05:19:20 GMT","Wed, 23 May 2018 05:19:16 GMT",16.622,2_39_95_27_2018-05-23 02:32:06.894465,2.0,CA-319,2-39-95-27,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc60,39.0,"Wed, 23 May 2018 02:32:24 GMT","Wed, 23 May 2018 04:32:25 GMT","Wed, 23 May 2018 04:20:52 GMT",10.303,2_39_78_365_2018-05-23 02:32:24.356119,2.0,CA-321,2-39-78-365,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc61,39.0,"Wed, 23 May 2018 02:43:52 GMT","Wed, 23 May 2018 06:21:33 GMT","Wed, 23 May 2018 06:21:31 GMT",5.706,2_39_78_367_2018-05-23 02:43:51.848140,2.0,CA-494,2-39-78-367,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc62,39.0,"Wed, 23 May 2018 03:04:38 GMT","Wed, 23 May 2018 03:56:20 GMT","Wed, 23 May 2018 03:56:15 GMT",5.047,2_39_125_21_2018-05-23 03:04:38.230296,2.0,CA-311,2-39-125-21,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc63,39.0,"Wed, 23 May 2018 03:13:27 GMT","Wed, 23 May 2018 04:35:09 GMT","Wed, 23 May 2018 04:35:05 GMT",8.921,2_39_128_18_2018-05-23 03:13:26.907793,2.0,CA-308,2-39-128-18,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc64,39.0,"Wed, 23 May 2018 03:36:27 GMT","Wed, 23 May 2018 06:24:04 GMT","Wed, 23 May 2018 05:13:55 GMT",8.151,2_39_79_380_2018-05-23 03:36:27.107171,2.0,CA-489,2-39-79-380,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc65,39.0,"Wed, 23 May 2018 04:10:09 GMT","Wed, 23 May 2018 13:27:07 GMT","Wed, 23 May 2018 12:46:39 GMT",14.048,2_39_126_20_2018-05-23 04:10:09.294096,2.0,CA-310,2-39-126-20,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc66,39.0,"Wed, 23 May 2018 04:22:07 GMT","Wed, 23 May 2018 17:38:39 GMT","Wed, 23 May 2018 06:37:20 GMT",6.878,2_39_79_376_2018-05-23 04:22:06.672550,2.0,CA-324,2-39-79-376,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc67,39.0,"Wed, 23 May 2018 05:47:03 GMT","Wed, 23 May 2018 06:53:16 GMT","Wed, 23 May 2018 06:53:11 GMT",6.554,2_39_78_365_2018-05-23 05:47:02.761840,2.0,CA-321,2-39-78-365,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc68,39.0,"Wed, 23 May 2018 06:10:38 GMT","Wed, 23 May 2018 07:01:20 GMT","Wed, 23 May 2018 07:01:16 GMT",5.41,2_39_139_28_2018-05-23 06:10:38.024679,2.0,CA-303,2-39-139-28,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c0df9af8b0dc677bc69,39.0,"Wed, 23 May 2018 06:54:11 GMT","Wed, 23 May 2018 15:38:38 GMT","Wed, 23 May 2018 09:19:03 GMT",8.208,2_39_95_27_2018-05-23 06:54:10.704454,2.0,CA-319,2-39-95-27,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc6a,39.0,"Wed, 23 May 2018 11:51:28 GMT","Wed, 23 May 2018 19:33:51 GMT","Wed, 23 May 2018 15:40:19 GMT",11.579,2_39_123_557_2018-05-23 11:51:28.293082,2.0,CA-503,2-39-123-557,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc6b,39.0,"Wed, 23 May 2018 12:55:34 GMT","Wed, 23 May 2018 20:06:33 GMT","Wed, 23 May 2018 14:45:26 GMT",11.044,2_39_79_379_2018-05-23 12:55:34.008144,2.0,CA-327,2-39-79-379,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc6c,39.0,"Wed, 23 May 2018 13:07:57 GMT","Wed, 23 May 2018 14:11:59 GMT","Wed, 23 May 2018 14:11:55 GMT",3.593,2_39_139_28_2018-05-23 13:07:57.225992,2.0,CA-303,2-39-139-28,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc6d,39.0,"Wed, 23 May 2018 14:03:50 GMT","Wed, 23 May 2018 20:27:56 GMT","Wed, 23 May 2018 17:16:28 GMT",12.95,2_39_91_441_2018-05-23 14:03:50.478549,2.0,CA-499,2-39-91-441,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc6e,39.0,"Wed, 23 May 2018 14:32:43 GMT","Wed, 23 May 2018 23:46:34 GMT","Wed, 23 May 2018 15:55:31 GMT",4.591,2_39_79_380_2018-05-23 14:32:42.513788,2.0,CA-489,2-39-79-380,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc6f,39.0,"Wed, 23 May 2018 14:36:51 GMT","Thu, 24 May 2018 00:18:48 GMT","Wed, 23 May 2018 23:35:03 GMT",8.352,2_39_78_363_2018-05-23 14:36:51.046125,2.0,CA-320,2-39-78-363,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc70,39.0,"Wed, 23 May 2018 14:37:56 GMT","Thu, 24 May 2018 01:22:53 GMT","Thu, 24 May 2018 00:17:43 GMT",7.395,2_39_139_28_2018-05-23 14:37:55.708658,2.0,CA-303,2-39-139-28,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc71,39.0,"Wed, 23 May 2018 14:57:56 GMT","Wed, 23 May 2018 23:47:42 GMT","Wed, 23 May 2018 17:11:31 GMT",6.068,2_39_79_383_2018-05-23 14:57:56.429779,2.0,CA-492,2-39-79-383,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc72,39.0,"Wed, 23 May 2018 14:58:50 GMT","Thu, 24 May 2018 00:38:11 GMT","Wed, 23 May 2018 16:58:18 GMT",5.977,2_39_138_29_2018-05-23 14:58:50.227915,2.0,CA-304,2-39-138-29,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc73,39.0,"Wed, 23 May 2018 15:01:29 GMT","Thu, 24 May 2018 01:00:55 GMT","Wed, 23 May 2018 18:19:21 GMT",9.307,2_39_92_442_2018-05-23 15:01:28.637510,2.0,CA-498,2-39-92-442,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc74,39.0,"Wed, 23 May 2018 15:13:19 GMT","Wed, 23 May 2018 22:49:31 GMT","Wed, 23 May 2018 22:49:26 GMT",10.615,2_39_131_30_2018-05-23 15:13:18.688249,2.0,CA-305,2-39-131-30,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc75,39.0,"Wed, 23 May 2018 15:16:52 GMT","Thu, 24 May 2018 01:00:29 GMT","Wed, 23 May 2018 23:05:28 GMT",18.597,2_39_124_22_2018-05-23 15:16:52.313839,2.0,CA-312,2-39-124-22,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc76,39.0,"Wed, 23 May 2018 15:18:15 GMT","Wed, 23 May 2018 22:57:16 GMT","Wed, 23 May 2018 17:48:30 GMT",6.493,2_39_130_31_2018-05-23 15:18:14.821581,2.0,CA-306,2-39-130-31,America/Los_Angeles,,,,,,,,,,
,,,,,,5bc91c65f9af8b0dc677bc77,39.0,"Wed, 23 May 2018 15:18:44 GMT","Wed, 23 May 2018 19:17:25 GMT","Wed, 23 May 2018 16:36:06 GMT",2.454,2_39_79_378_2018-05-23 15:18:44.074754,2.0,CA-326,2-39-79-378,America/Los_Angeles,,,,,,,,,,
